Symbol,Name,LastSale, MarketCap ,ADR TSO,IPOyear,Sector,Industry,Summary Quote
DLR^K,"Digital Realty Trust, Inc.",26.48, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlr^k
DDS,"Dillard&#39;s, Inc.",59.87," 1,541,040,509 ",n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dds
DDT,"Dillard&#39;s, Inc.",26.17, -   ,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/ddt
DIN,"Dine Brands Global, Inc.",79.1," 1,358,589,802 ",n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/din
DPLO,"Diplomat Pharmacy, Inc.",5.39," 408,725,840 ",n/a,2014,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/dplo
DFS,Discover Financial Services,82.95," 26,398,093,687 ",n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/dfs
DNI,Dividend and Income Fund,11.3231," 140,260,632 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dni
DLB,Dolby Laboratories,60.2," 6,066,376,575 ",n/a,2005,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/dlb
DG,Dollar General Corporation,135.38," 34,971,741,747 ",n/a,2009,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dg
D,"Dominion Energy, Inc.",75.38," 60,559,308,743 ",n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/d
DCUD,"Dominion Energy, Inc.",49.83, -   ,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dcud
DCUE,"Dominion Energy, Inc.",101.46, -   ,n/a,2019,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dcue
DRUA,"Dominion Energy, Inc.",25.96, -   ,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/drua
DPZ,Domino&#39;s Pizza Inc,240.6," 9,920,655,950 ",n/a,2004,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/dpz
UFS,Domtar Corporation,35.24," 2,290,638,905 ",n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ufs
DCI,"Donaldson Company, Inc.",49," 6,248,824,715 ",n/a,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/dci
DFIN,"Donnelley Financial Solutions, Inc.",11.21," 384,503,000 ",n/a,2016,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dfin
LPG,Dorian LPG Ltd.,9.36," 515,395,315 ",n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/lpg
DSL,DoubleLine Income Solutions Fund,20.04," 2,031,909,127 ",n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/dsl
DBL,DoubleLine Opportunistic Credit Fund,20.57," 307,061,185 ",n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/dbl
PLOW,"Douglas Dynamics, Inc.",43.06," 981,570,441 ",n/a,2010,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/plow
DEI,"Douglas Emmett, Inc.",41.06," 7,195,784,216 ",n/a,2006,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dei
DOV,Dover Corporation,91.28," 13,275,559,189 ",n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dov
DVD,"Dover Motorsports, Inc.",2.01," 73,565,144 ",n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/dvd
DOW,Dow Inc.,46.85," 34,819,482,481 ",n/a,2019,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dow
RDY,Dr. Reddy&#39;s Laboratories Ltd,35.35," 5,858,086,759 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rdy
DRD,DRDGOLD Limited,3.86," 265,208,514 ",n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/drd
DRQ,"Dril-Quip, Inc.",47.58," 1,722,731,058 ",n/a,1997,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/drq
DS,Drive Shack Inc.,5.1," 341,868,830 ",n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ds
DS^B,Drive Shack Inc.,25.8954, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^b
DS^C,Drive Shack Inc.,24.97, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^c
DS^D,Drive Shack Inc.,24.85, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ds^d
DTE,DTE Energy Company,128.23," 23,504,781,094 ",n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dte
DTJ,DTE Energy Company,26.23, -   ,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtj
DTQ,DTE Energy Company,25.45, -   ,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtq
DTV,DTE Energy Company,56.14, -   ,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtv
DTW,DTE Energy Company,26.67, -   ,n/a,2017,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dtw
DTY,DTE Energy Company,27.13, -   ,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/dty
DCO,Ducommun Incorporated,42.38," 488,724,422 ",n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/dco
DPG,Duff & Phelps Global Utility Income Fund Inc.,15.09," 572,360,773 ",n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/dpg
DSE,Duff & Phelps Select MLP and Midstream Energy Fund,4.9," 128,422,174 ",n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/dse
DNP,"Duff & Phelps Utilities Income, Inc.",12.38," 3,690,468,864 ",n/a,1987,n/a,n/a,https://www.nasdaq.com/symbol/dnp
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",14.08," 119,971,245 ",n/a,1991,n/a,n/a,https://www.nasdaq.com/symbol/dtf
DUC,"Duff & Phelps Utility & Corporate Bond Trust, Inc.",8.89," 244,427,732 ",n/a,1993,n/a,n/a,https://www.nasdaq.com/symbol/duc
DUK,Duke Energy Corporation,89.82," 65,442,947,209 ",n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/duk
DUK^A,Duke Energy Corporation,27.47, -   ,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/duk^a
DUKB,Duke Energy Corporation,27.2274, -   ,n/a,2018,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/dukb
DUKH,Duke Energy Corporation,25.47, -   ,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/dukh
DRE,Duke Realty Corporation,33.16," 11,985,482,642 ",n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dre
DD,"DuPont de Nemours, Inc.",68.48," 51,050,634,684 ",n/a,2017,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dd
DXC,DXC Technology Company,34.09," 8,930,300,841 ",n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dxc
DY,"Dycom Industries, Inc.",47.38," 1,491,663,261 ",n/a,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/dy
DLNG,Dynagas LNG Partners LP,1.27," 45,072,300 ",n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/dlng
DLNG^A,Dynagas LNG Partners LP,18.4, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlng^a
DLNG^B,Dynagas LNG Partners LP,17.1365, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dlng^b
DT,"Dynatrace, Inc.",23.6," 6,502,695,360 ",n/a,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dt
DX,"Dynex Capital, Inc.",15.5," 382,156,592 ",n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dx
DX^A,"Dynex Capital, Inc.",25.69, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dx^a
DX^B,"Dynex Capital, Inc.",24.9301, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dx^b
CTA^A,E.I. du Pont de Nemours and Company,83.25, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cta^a
CTA^B,E.I. du Pont de Nemours and Company,112.08, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cta^b
ELF,"e.l.f. Beauty, Inc.",16.8," 837,770,993 ",n/a,2016,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/elf
EGIF,Eagle Growth and Income Opportunities Fund,15.27," 109,651,961 ",n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/egif
EXP,Eagle Materials Inc,84.03," 3,531,178,153 ",n/a,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/exp
ECC           ,Eagle Point Credit Company Inc.,17.17," 417,470,195 ",n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/ecc
ECCA,Eagle Point Credit Company Inc.,25.74, -   ,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/ecca
ECCB,Eagle Point Credit Company Inc.,26.17, -   ,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/eccb
ECCX,Eagle Point Credit Company Inc.,25.72, -   ,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/eccx
ECCY,Eagle Point Credit Company Inc.,25.75, -   ,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/eccy
EIC,Eagle Point Income Company Inc.,20.3," 24,360,000 ",n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/eic
ESTE,"Earthstone Energy, Inc.",3.74," 241,035,333 ",n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/este
DEA,"Easterly Government Properties, Inc.",20.38," 1,451,161,303 ",n/a,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/dea
EGP,"EastGroup Properties, Inc.",122.79," 4,611,926,830 ",n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/egp
EMN,Eastman Chemical Company,67.15," 9,199,157,038 ",n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/emn
KODK,Eastman Kodak Company,2.05," 88,180,957 ",n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kodk
ETN,"Eaton Corporation, PLC",79.41," 33,352,200,000 ",n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/etn
ETV,Eaton Vance Corporation,15.08," 1,239,557,919 ",n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/etv
ETW,Eaton Vance Corporation,9.54," 1,023,784,232 ",n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/etw
EV,Eaton Vance Corporation,40.78," 4,668,955,581 ",n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ev
EOI,Eaton Vance Enhance Equity Income Fund,14.93," 584,853,622 ",n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/eoi
EOS,Eaton Vance Enhanced Equity Income Fund II,17.02," 811,671,307 ",n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/eos
EFT,Eaton Vance Floating Rate Income Trust,13.36," 532,578,898 ",n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/eft
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust,9.25," 218,408,595 ",n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/efl
EFF,Eaton vance Floating-Rate Income Plus Fund,15.31," 116,454,321 ",n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/eff
EHT,Eaton Vance High Income 2021 Target Term Trust,9.88," 212,034,295 ",n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/eht
ETX           ,Eaton Vance Municipal Income 2028 Term Trust,21.2924," 230,701,046 ",n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/etx
EOT,Eaton Vance Municipal Income Trust,22.92," 348,981,501 ",n/a,2009,n/a,n/a,https://www.nasdaq.com/symbol/eot
EVN,Eaton Vance Municipal Income Trust,12.83," 508,943,660 ",n/a,1999,n/a,n/a,https://www.nasdaq.com/symbol/evn
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,9.41," 599,134,022 ",n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/etj
EFR,Eaton Vance Senior Floating-Rate Fund,13.04," 480,502,002 ",n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/efr
EVF,Eaton Vance Senior Income Trust,6.16," 233,258,299 ",n/a,1998,n/a,n/a,https://www.nasdaq.com/symbol/evf
EVG,Eaton Vance Short Diversified Income Fund,13.18," 235,666,255 ",n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/evg
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,23.73," 1,730,899,493 ",n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/evt
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,25.64," 386,300,035 ",n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/eto
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund,15.77," 1,203,254,375 ",n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/etg
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,15.89," 412,778,741 ",n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/etb
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund,9.5," 92,450,067 ",n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/exd
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.76," 1,758,088,401 ",n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/ety
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.01," 2,417,075,076 ",n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/exg
ECT,ECA Marcellus Trust I,1.5001," 26,409,261 ",n/a,2010,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ect
ECL,Ecolab Inc.,207.46," 59,696,997,971 ",n/a,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/ecl
EC,Ecopetrol S.A.,16.69," 34,311,881,710 ",n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ec
EIX,Edison International,73.21," 26,215,736,761 ",n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eix
EW,Edwards Lifesciences Corporation,219.22," 45,591,012,189 ",n/a,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ew
EP^C,El Paso Corporation,53.4, -   ,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/ep^c
EE,El Paso Electric Company,66.39," 2,708,115,552 ",n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ee
ELAN,Elanco Animal Health Incorporated,29.85," 10,916,363,263 ",n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/elan
ESTC,Elastic N.V.,86.41," 6,535,666,493 ",n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/estc
EGO,Eldorado Gold Corporation,8.09," 1,284,737,150 ",n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ego
ESI,Element Solutions Inc.,9.28," 2,381,846,968 ",n/a,2014,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/esi
ELVT,"Elevate Credit, Inc.",5.02," 221,552,735 ",n/a,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/elvt
LLY,Eli Lilly and Company,115.7," 111,700,592,546 ",n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lly
EFC,Ellington Financial Inc.,17.71," 598,080,443 ",n/a,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/efc
EARN,Ellington Residential Mortgage REIT,10.9," 135,891,423 ",n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/earn
AKO.A,Embotelladora Andina S.A.,n/a, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ako.a
AKO.B,Embotelladora Andina S.A.,n/a, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ako.b
ERJ,Embraer S.A.,19.63," 3,609,404,141 ",n/a,2000,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/erj
EME,"EMCOR Group, Inc.",83.35," 4,678,832,579 ",n/a,n/a,Capital Goods,Engineering & Construction,https://www.nasdaq.com/symbol/eme
EEX,"Emerald Expositions Events, Inc.",9.63," 693,182,317 ",n/a,2017,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/eex
EBS,"Emergent Biosolutions, Inc.",43.64," 2,251,824,000 ",n/a,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ebs
EMR,Emerson Electric Company,59.19," 36,407,855,536 ",n/a,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/emr
ESRT,"Empire State Realty Trust, Inc.",13.19," 4,706,987,212 ",n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/esrt
EIG,Employers Holdings Inc,42.34," 1,350,854,143 ",n/a,2007,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/eig
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),7.4," 324,537,293 ",n/a,2007,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/edn
ENBL,"Enable Midstream Partners, LP",12.26," 5,334,352,641 ",n/a,2014,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/enbl
ENB,Enbridge Inc,34.37," 69,559,698,757 ",n/a,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/enb
ENBA,Enbridge Inc,27.19, -   ,n/a,2018,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/enba
ECA,Encana Corporation,4.43," 5,964,349,509 ",n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eca
EHC,Encompass Health Corporation,62.36," 6,151,480,249 ",n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ehc
DAVA,Endava plc,36.92," 2,003,132,554 ",n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/dava
EXK,Endeavour Silver Corporation,2.46," 338,191,614 ",n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/exk
ENIA,Enel Americas S.A.,8.11," 12,133,395,452 ",n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/enia
ENIA~,Enel Americas S.A.,0.06, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/enia~
ENIC,Enel Chile S.A.,4.24," 5,865,324,051 ",n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/enic
ENR,"Energizer Holdings, Inc.",36.17," 2,492,186,534 ",n/a,2015,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/enr
ENR^A,"Energizer Holdings, Inc.",83.5, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/enr^a
EPC,"Energizer Holdings, Inc.",29.04," 1,572,834,453 ",n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/epc
ET,Energy Transfer L.P.,13.51," 35,439,918,279 ",n/a,1996,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/et
ETP^C,"Energy Transfer Operating, L.P.",24.22, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/etp^c
ETP^D,"Energy Transfer Operating, L.P.",24.54, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/etp^d
ETP^E,"Energy Transfer Operating, L.P.",24.75, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/etp^e
ERF,Enerplus Corporation,6.56," 1,514,421,166 ",n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/erf
ENS,Enersys,57.75," 2,453,328,917 ",n/a,2004,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/ens
E,ENI S.p.A.,30," 54,512,779,950 ",n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/e
ENLC,"EnLink Midstream, LLC",7.4," 3,605,618,979 ",n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/enlc
EBF,"Ennis, Inc.",19.95," 520,968,295 ",n/a,n/a,Consumer Services,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/ebf
ENVA,"Enova International, Inc.",26.23," 891,812,026 ",n/a,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/enva
NPO,EnPro Industries,63.93," 1,316,540,857 ",n/a,n/a,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/npo
ETM,Entercom Communications Corp.,3.64," 518,703,214 ",n/a,1999,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/etm
EAB,"Entergy Arkansas, LLC",26.43, -   ,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eab
EAE,"Entergy Arkansas, LLC",25.57, -   ,n/a,2013,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eae
EAI,"Entergy Arkansas, LLC",25.84, -   ,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/eai
ETR,Entergy Corporation,107.82," 21,437,823,753 ",n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/etr
ELC,"Entergy Louisiana, Inc.",25.89, -   ,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elc
ELJ,"Entergy Louisiana, Inc.",25.58, -   ,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elj
ELU,"Entergy Louisiana, Inc.",25.46, -   ,n/a,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elu
EMP,"Entergy Mississippi, LLC",26.26, -   ,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/emp
ENJ,"Entergy New Orleans, LLC",25.4229, -   ,n/a,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/enj
ENO,"Entergy New Orleans, LLC",27.04, -   ,n/a,2016,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/eno
EZT,Entergy Texas Inc,27.83, -   ,n/a,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ezt
EPD,Enterprise Products Partners L.P.,28.4," 62,167,769,775 ",n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/epd
EVC,Entravision Communications Corporation,2.75," 233,665,416 ",n/a,2000,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/evc
ENV,"Envestnet, Inc",57.83," 3,017,698,245 ",n/a,2010,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/env
EVA,"Enviva Partners, LP",30.15," 1,008,722,852 ",n/a,2015,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/eva
ENZ,"Enzo Biochem, Inc.",3.79," 180,240,299 ",n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/enz
EOG,"EOG Resources, Inc.",78.52," 45,593,663,550 ",n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eog
EPAM,"EPAM Systems, Inc.",189.61," 10,400,163,297 ",n/a,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/epam
EPR,EPR Properties,76.11," 5,902,839,752 ",n/a,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/epr
EPR^C,EPR Properties,32.75, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/epr^c
EPR^E,EPR Properties,38.45, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/epr^e
EPR^G,EPR Properties,25.43, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/epr^g
EQM,"EQM Midstream Partners, LP",31.56," 6,547,362,803 ",n/a,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/eqm
EQT,EQT Corporation,12.3," 3,142,636,814 ",n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/eqt
EFX,"Equifax, Inc.",142.76," 17,257,446,808 ",n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/efx
EQNR,Equinor ASA,17.18," 57,210,683,638 ",n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/eqnr
ETRN,Equitrans Midstream Corporation,13.68," 3,484,172,880 ",n/a,2018,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/etrn
EQC,Equity Commonwealth,34.11," 4,158,752,632 ",n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqc
EQC^D,Equity Commonwealth,26.935, -   ,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eqc^d
ELS,"Equity Lifestyle Properties, Inc.",132.63," 12,073,825,361 ",n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/els
EQR,Equity Residential,80.89," 29,998,276,359 ",n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqr
EQS,"Equus Total Return, Inc.",1.6919," 22,871,351 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eqs
ERA,"Era Group, Inc.",10.46," 222,075,308 ",n/a,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/era
EROS,Eros International PLC,1.36," 100,112,232 ",n/a,2013,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/eros
ESE,ESCO Technologies Inc.,76.31," 1,982,633,995 ",n/a,n/a,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/ese
ESNT,Essent Group Ltd.,46.39," 4,564,070,918 ",n/a,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esnt
EPRT,"Essential Properties Realty Trust, Inc.",21.85," 1,667,770,405 ",n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eprt
ESS,"Essex Property Trust, Inc.",313.31," 20,694,157,144 ",n/a,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ess
EL,"Estee Lauder Companies, Inc. (The)",180.79," 65,422,941,569 ",n/a,1995,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/el
ETH,Ethan Allen Interiors Inc.,18.12," 481,621,337 ",n/a,1993,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/eth
EURN,Euronav NV,7.54," 1,624,863,553 ",n/a,2015,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/eurn
EEA,"European Equity Fund, Inc. (The)",8.56," 65,877,743 ",n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eea
EB,"Eventbrite, Inc.",17.2," 1,424,733,242 ",n/a,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/eb
EVR,Evercore Inc.,78.58," 3,133,147,418 ",n/a,2006,Finance,Investment Managers,https://www.nasdaq.com/symbol/evr
