day,D_encinitas,D_tepper1,D_smoombapteltd,D_dosomething,D_shinsbatch,D_speedoflight,D_hideyoshi,D_radyucsd,D_umichioeinternationalmp,D_schaefercitybulldogs,D_rotmanroxstars
30,8.555555555555555,6.555555555555555,5.444444444444445,7.444444444444445,7.444444444444445,5.333333333333334,8.555555555555555,5.333333333333334,5.444444444444445,5.333333333333334,5.444444444444445
31,7.666666666666667,5.444444444444445,7.666666666666667,5.444444444444445,8.777777777777779,7.666666666666667,8.777777777777779,8.777777777777779,7.777777777777779,7.666666666666667,8.88888888888889
32,4.444444444444445,5.555555555555555,5.555555555555555,5.555555555555555,4.444444444444445,5.555555555555555,3.3333333333333335,3.3333333333333335,4.444444444444445,5.555555555555555,3.3333333333333335
33,7.222222222222222,7.444444444444445,7.222222222222222,7.111111111111111,9.777777777777777,7.111111111111111,12.222222222222223,9.777777777777777,10.11111111111111,4.777777777777778,8.88888888888889
34,1.4444444444444446,6.333333333333334,1.2222222222222223,1.4444444444444446,9.666666666666666,0.8888888888888888,7.777777777777778,5.222222222222222,2.0,6.333333333333334,7.777777777777778
35,1.5555555555555556,10.444444444444443,0.0,1.5555555555555556,7.777777777777778,0.3333333333333333,7.777777777777779,7.777777777777777,5.666666666666666,9.333333333333332,7.777777777777779
36,0.0,6.555555555555555,0.0,5.666666666666666,7.666666666666668,0.6666666666666666,7.777777777777778,8.777777777777779,2.888888888888889,7.222222222222221,6.666666666666667
37,0.0,8.333333333333334,0.4444444444444444,6.555555555555555,10.0,7.111111111111112,9.777777777777779,8.333333333333332,1.1111111111111112,9.777777777777779,7.777777777777779
38,0.0,11.0,0.7777777777777778,11.555555555555555,5.555555555555555,4.222222222222222,6.666666666666667,8.88888888888889,9.777777777777779,10.0,7.777777777777778
39,1.1111111111111112,3.3333333333333335,4.111111111111111,3.3333333333333335,3.3333333333333335,9.88888888888889,3.3333333333333335,3.3333333333333335,7.0,3.3333333333333335,2.2222222222222223
40,1.1111111111111112,5.222222222222222,4.444444444444445,6.222222222222222,3.3333333333333335,5.333333333333334,4.444444444444445,4.444444444444445,8.88888888888889,3.3333333333333335,4.444444444444445
41,4.444444444444445,8.0,3.3333333333333335,4.111111111111111,4.444444444444445,9.0,3.3333333333333335,6.111111111111111,4.444444444444445,2.2222222222222223,3.3333333333333335
42,5.555555555555555,5.0,5.555555555555555,5.0,4.444444444444445,5.0,5.555555555555555,4.0,5.222222222222222,4.444444444444445,5.555555555555555
43,8.88888888888889,13.0,8.88888888888889,11.777777777777777,6.666666666666666,15.555555555555557,10.0,15.0,4.0,8.88888888888889,8.88888888888889
44,8.88888888888889,9.88888888888889,8.88888888888889,7.333333333333334,8.777777777777779,5.555555555555555,6.666666666666666,9.0,9.666666666666666,9.333333333333334,5.555555555555555
45,5.555555555555555,7.0,6.666666666666666,10.0,6.666666666666667,6.666666666666666,6.666666666666666,8.333333333333334,8.333333333333334,9.666666666666666,6.666666666666666
46,7.777777777777779,3.888888888888889,7.777777777777779,8.555555555555555,6.666666666666666,10.0,4.444444444444445,4.888888888888889,4.888888888888889,7.777777777777779,7.777777777777779
47,8.88888888888889,8.777777777777777,8.88888888888889,8.777777777777779,6.666666666666667,7.777777777777778,8.88888888888889,8.777777777777779,9.333333333333332,11.555555555555557,8.88888888888889
