day,D_encinitas,D_tepper1,D_smoombapteltd,D_dosomething,D_shinsbatch,D_speedoflight,D_hideyoshi,D_radyucsd,D_umichioeinternationalmp,D_schaefercitybulldogs,D_rotmanroxstars
52,5000.0,4900.0,0.0,0.0,1800.0,2000.0,5000.0,5000.0,6000.0,2000.0,1800.0
52,2016.0,2715.0,4252.0,4230.0,926.0,1004.0,2008.0,2036.0,5.0,1006.0,1803.0
53,3000.0,900.0,0.0,1000.0,2700.0,3000.0,2000.0,3000.0,4000.0,3000.0,2700.0
53,2000.0,2700.0,4864.0,1817.0,900.0,2000.0,3000.0,2000.0,2000.0,2000.0,3600.0
53,3000.0,2700.0,2000.0,3957.0,3565.0,2000.0,2000.0,3000.0,4000.0,2000.0,4500.0
53,2018.0,1817.0,2027.0,2011.0,1828.0,2006.0,2010.0,2038.0,2008.0,2008.0,3605.0
54,1000.0,1740.0,3000.0,3000.0,2700.0,1000.0,1000.0,1000.0,1000.0,1000.0,1800.0
54,1000.0,2343.0,1000.0,-48000.0,-110200.0,1000.0,1000.0,1000.0,1000.0,1000.0,2700.0
54,0.0,1439.0,1000.0,1000.0,900.0,3000.0,0.0,0.0,3000.0,3000.0,900.0
54,4019.0,2035.0,950.0,6.0,895.0,3008.0,4013.0,4040.0,3010.0,2010.0,2707.0
55,2000.0,1473.0,3691.0,2527.0,1425.0,1000.0,2000.0,2000.0,1000.0,2000.0,3600.0
55,905.0,1306.0,832.0,2429.0,1510.0,2922.0,904.0,904.0,2921.0,828.0,1800.0
55,4651.0,1859.0,680.0,598.0,1318.0,2000.0,4651.0,4652.0,2000.0,2361.0,4500.0
55,1022.0,2721.0,4234.0,3042.0,671.0,3010.0,1015.0,1042.0,3012.0,1454.0,3611.0
56,1000.0,900.0,3000.0,2000.0,5367.0,4000.0,4000.0,4000.0,4000.0,4738.0,2700.0
56,0.0,2800.0,3000.0,5000.0,1800.0,1000.0,1000.0,1000.0,1000.0,900.0,900.0
56,0.0,2797.0,1000.0,1000.0,2700.0,1000.0,1000.0,-168000.0,1000.0,3000.0,2700.0
56,24.0,778.0,962.0,2004.0,1805.0,3013.0,1855.0,1872.0,3015.0,3014.0,2713.0
57,0.0,531.0,758.0,2000.0,2700.0,5000.0,963.0,964.0,5000.0,3000.0,3600.0
57,0.0,1319.0,-88414.0,4000.0,1800.0,3000.0,2722.0,2722.0,3000.0,3000.0,1800.0
57,-88600.0,4445.0,4538.0,1000.0,1800.0,3000.0,4850.0,4849.0,3000.0,2000.0,2700.0
57,2713.0,1025.0,3019.0,4007.0,1807.0,3016.0,1018.0,3002.0,3018.0,3017.0,3616.0
58,1800.0,2901.0,2000.0,2000.0,3600.0,0.0,0.0,0.0,0.0,0.0,1800.0
58,3331.0,2620.0,1000.0,2000.0,1800.0,1000.0,1000.0,1000.0,1000.0,1000.0,3600.0
58,3376.0,0.0,1000.0,1000.0,1800.0,1000.0,1000.0,1000.0,1000.0,1000.0,1800.0
58,3449.0,3827.0,3014.0,3009.0,910.0,3018.0,3021.0,3005.0,3020.0,3019.0,919.0
59,1800.0,1000.0,1000.0,1000.0,1800.0,1000.0,0.0,1000.0,1000.0,1000.0,3600.0
59,799.0,1800.0,2000.0,2000.0,869.0,3000.0,4000.0,2000.0,3000.0,3000.0,900.0
59,3207.0,1800.0,4000.0,4000.0,2458.0,4000.0,4000.0,4000.0,4000.0,4000.0,1800.0
59,1572.0,2441.0,2017.0,2011.0,3384.0,1020.0,3022.0,2007.0,1022.0,1021.0,3621.0
60,1950.0,2607.0,1969.0,1970.0,1800.0,4000.0,0.0,1969.0,4000.0,4000.0,1800.0
60,1966.0,1690.0,1965.0,1964.0,0.0,0.0,0.0,1965.0,0.0,0.0,0.0
60,1642.0,1762.0,-50000.0,0.0,-50000.0,1951.0,5000.0,0.0,1951.0,1952.0,4500.0
60,7.0,31.0,696.0,696.0,3319.0,2994.0,4025.0,691.0,2996.0,2994.0,1823.0
61,1030.0,-90524.0,3187.0,3187.0,3577.0,5000.0,2000.0,3187.0,5000.0,5000.0,2000.0
61,4213.0,3059.0,4828.0,4828.0,2700.0,2000.0,3000.0,4828.0,2000.0,1800.0,3000.0
61,1868.0,2705.0,2000.0,3000.0,2700.0,5000.0,-106000.0,3000.0,5000.0,5600.0,3000.0
61,2009.0,3985.0,3008.0,2015.0,2703.0,1026.0,1022.0,1010.0,1028.0,2027.0,1026.0
62,5865.0,2000.0,1000.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2000.0,1900.0,2000.0,2000.0,1800.0,0.0,2000.0,2000.0,2000.0,1900.0,2000.0
62,2000.0,1800.0,2000.0,2000.0,1800.0,0.0,2000.0,2000.0,2000.0,900.0,2000.0
62,2012.0,3012.0,2010.0,2018.0,1805.0,27.0,2002.0,2013.0,2030.0,2729.0,1928.0
63,2000.0,-49100.0,2000.0,2000.0,2700.0,0.0,2000.0,2000.0,2000.0,1800.0,900.0
63,4000.0,3600.0,3000.0,3000.0,900.0,0.0,4000.0,3000.0,4000.0,3600.0,3600.0
63,1000.0,1800.0,2000.0,2000.0,2700.0,0.0,1000.0,2000.0,1000.0,2700.0,2800.0
63,1014.0,1005.0,12.0,20.0,1807.0,28.0,1003.0,15.0,1031.0,2731.0,1029.0
64,2000.0,2000.0,2000.0,2000.0,3600.0,0.0,2000.0,2000.0,2000.0,2700.0,2000.0
